"accession","geo_accession","flag_hm","flag_box","flag_ma","aqm_flag_count","aqm_flagged_any","flagged_criteria","criterion_definitions","exclusion_changed","exclusion_rule"
"GSE41258","GSM1012292",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012293",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012294",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012295",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012296",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012297",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012298",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012299",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012300",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012301",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012302",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012303",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012304",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012305",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012306",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012307",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012308",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012309",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012310",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012311",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012312",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012313",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012314",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012315",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012316",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012317",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012318",FALSE,TRUE,FALSE,1,TRUE,"flag_box","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012319",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012320",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012321",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012322",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012323",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012324",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012325",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012326",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012327",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012328",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012329",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012330",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012331",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012332",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012333",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012334",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012335",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012336",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012337",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012338",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012339",FALSE,TRUE,FALSE,1,TRUE,"flag_box","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012340",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012341",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012342",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012343",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012344",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012345",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012346",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012347",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012348",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012349",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012350",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012351",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012352",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012353",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012354",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012355",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012356",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012357",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012358",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012359",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012360",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012361",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012362",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012363",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012364",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012365",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012366",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012367",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012368",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012369",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012370",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012371",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012372",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012373",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012374",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012375",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012376",FALSE,TRUE,FALSE,1,TRUE,"flag_box","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012377",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012378",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012379",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012380",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012381",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012382",TRUE,FALSE,FALSE,1,TRUE,"flag_hm","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012383",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012384",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012385",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012386",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012387",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012388",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012389",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012390",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012391",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012392",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012393",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012394",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012395",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012396",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012397",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012398",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012399",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012400",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012401",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
"GSE41258","GSM1012402",FALSE,FALSE,FALSE,0,FALSE,"","flag_hm=Distances between arrays;flag_box=Boxplots;flag_ma=MA plots",FALSE,"AQM flags are review signals; exclusion still requires at least two independent severe technical failures"
